Año,Municipio,Código de Municipio,Camiones,Furgonetas,Autobuses,Turismos,Motocicletas,Tractores industriales,Ciclomotores,Otros vehículos,Total vehículos
2022,Torres de Albarracín,44229,25,38,0,96,7,1,4,10,181
2022,Torres de Albánchez,23091,85,181,0,429,56,0,63,34,848
2022,Torres de Alcanadre,22235,14,6,0,74,14,0,12,4,124
2022,Torres de Barbués,22236,27,24,0,182,21,1,21,9,285
2022,Torres de Berrellén,50262,65,83,0,848,89,3,94,28,1210
2022,"Torres de Cotillas, Las",30038,1386,931,3,12589,1781,670,1631,309,19300
2022,Torres de Segre,25232,224,136,0,1420,195,40,132,72,2219
2022,Torres de la Alameda,28154,395,470,0,4597,547,56,201,105,6371
2022,Torres del Carrizal,49222,32,42,0,317,38,4,29,10,472
2022,Torres del Río,31231,8,12,0,82,3,0,5,1,111
2022,Torresandino,9390,60,34,0,403,43,3,17,20,580
2022,Torrescárcela,47172,13,9,0,126,15,0,5,6,174
2022,Torresmenudas,37327,7,4,0,153,16,0,8,1,189
2022,Torrevelilla,44230,12,26,0,100,11,0,27,0,176
2022,Torrevieja,3133,3102,3315,175,54338,5777,62,3647,499,70915
2022,Torrico,45172,66,72,0,421,18,7,45,26,655
2022,Torrijas,44231,5,12,0,30,1,0,1,1,50
2022,Torrijo de la Cañada,50263,19,36,0,120,13,0,15,9,212
2022,Torrijo del Campo,44232,26,36,0,331,19,3,46,5,466
2022,Torrijos,45173,844,723,48,7480,646,103,348,109,10301
2022,Torroella de Fluvià,17198,79,86,0,524,103,24,35,19,870
2022,Torroella de Montgrí,17199,832,1058,22,6590,1328,24,517,148,10519
2022,Torroja del Priorat,43154,20,35,0,90,27,0,11,2,185
2022,Torrox,29091,1082,1391,15,9379,2192,62,1464,210,15795
2022,Torrubia,19285,1,3,0,15,6,0,0,0,25
2022,Torrubia de Soria,42187,8,12,0,56,3,1,3,5,88
2022,Torrubia del Campo,16212,20,15,0,182,18,0,28,8,271
2022,Torrubia del Castillo,16213,1,6,0,32,1,6,0,2,48
2022,Tortellà,17200,69,99,0,436,106,13,31,25,779
2022,Tortosa,43155,2354,2479,248,16709,3188,155,1881,322,27336
2022,Tortuera,19287,32,35,0,101,5,2,3,7,185
2022,Tortuero,19288,3,7,0,15,0,0,0,0,25
2022,Torvizcón,18179,95,158,0,394,49,2,64,32,794
2022,Torà,25223,109,96,11,797,88,4,44,38,1187
2022,Torás,12114,33,32,0,114,21,1,14,3,218
2022,Tosantos,9392,4,7,0,41,3,0,2,4,61
2022,Toses,17201,22,30,0,66,31,1,3,13,166
2022,Tosos,50264,15,28,0,102,15,0,14,7,181
2022,Tossa de Mar,17202,288,443,5,2763,1502,0,782,120,5903
2022,Totalán,29092,80,74,0,353,102,3,60,21,693
2022,Totana,30039,2844,1670,20,18151,3613,513,4278,392,31481
2022,Totanés,45174,82,60,0,278,24,16,37,10,507
2022,Touro,15085,251,237,1,2658,249,54,192,121,3763
2022,Tous,46246,113,70,11,746,78,7,116,16,1157
2022,Toén,32081,200,162,0,1853,278,21,125,34,2673
2022,Trabada,27061,89,121,0,847,88,18,117,38,1318
2022,Trabadelo,24171,37,83,0,237,16,0,20,13,406
2022,Trabanca,37328,13,12,1,127,12,0,7,4,176
2022,Trabazos,49223,74,116,0,473,54,1,27,40,785
2022,Tragacete,16215,42,66,0,163,19,0,15,13,318
2022,Traiguera,12121,252,203,0,710,94,13,79,44,1395
2022,Tramacastiel,44234,6,12,0,49,10,0,9,0,86
2022,Tramacastilla,44235,22,20,0,56,7,1,2,13,121
2022,Tramaced,22239,12,14,0,91,14,1,7,5,144
2022,Trasierra,6134,82,76,0,364,47,0,63,15,647
2022,Trasmiras,32082,118,104,2,908,80,4,149,26,1391
2022,Trasmoz,50265,8,11,0,49,4,0,8,0,80
2022,Trasobares,50266,16,24,5,51,6,0,4,4,110
2022,Traspinedo,47173,80,65,0,738,74,1,24,31,1013
2022,Trazo,15086,162,149,0,2264,236,51,154,68,3084
2022,Traíd,19289,5,7,0,22,6,0,0,2,42
2022,Trebujena,11037,432,232,12,3510,770,75,1213,103,6347
2022,Trefacio,49224,11,39,1,128,23,3,5,12,222
2022,Tremedal de Tormes,37329,7,2,0,29,2,0,3,0,43
2022,Tremp,25234,492,516,9,2885,328,23,115,172,4540
2022,Tres Cantos,28903,618,1337,7,26014,2651,39,327,191,31184
2022,"Tres Villas, Las",4901,61,70,0,362,50,1,45,16,605
2022,Trescasas,40207,65,56,0,659,96,16,25,18,935
2022,Tresjuncos,16216,30,41,0,201,29,0,13,13,327
2022,Trespaderne,9394,94,91,8,554,52,5,25,34,863
2022,Tresviso,39088,9,15,0,36,2,0,0,3,65
2022,Treviana,26155,22,17,0,121,8,0,5,12,185
2022,Trevélez,18180,63,107,0,393,68,0,63,37,731
2022,Triacastela,27062,51,106,0,483,48,20,22,34,764
2022,Tribaldos,16217,4,5,0,71,4,0,6,1,91
2022,Tricio,26157,55,31,0,196,18,5,23,6,334
2022,Trigueros,21070,403,350,1,4537,536,36,491,109,6463
2022,Trigueros del Valle,47174,22,14,0,235,26,1,10,4,312
2022,Trijueque,19290,79,92,0,1056,93,9,34,16,1379
2022,Trillo,19291,80,151,0,806,177,0,87,35,1336
2022,Triollo,34185,13,11,0,44,6,0,3,1,78
2022,Tronchón,44236,20,17,0,43,6,0,2,7,95
2022,Truchas,24172,25,43,0,255,16,1,19,1,360
2022,Trucios-Turtzioz,48087,56,58,0,276,38,3,21,22,474
2022,Trujillanos,6135,87,147,0,996,131,48,128,29,1566
2022,Trujillo,10195,614,616,11,4960,555,31,420,156,7363
2022,Trévago,42188,2,9,0,37,2,0,1,0,51
2022,Tubilla del Agua,9395,3,10,0,92,7,0,2,5,119
2022,Tubilla del Lago,9396,19,13,0,127,10,0,12,6,187
2022,Tudanca,39089,12,24,0,107,15,0,8,6,172
2022,Tudela,31232,1578,1944,54,17802,2816,367,1615,464,26640
2022,Tudela de Duero,47175,451,346,3,5054,643,40,228,100,6865
2022,Tudelilla,26158,37,43,0,188,25,231,15,12,551
2022,Tui,36055,1064,810,10,11704,1443,127,1092,428,16678
2022,Tuineje,35030,2609,1704,38,7679,707,56,281,570,13644
2022,Tulebras,31233,4,8,0,70,10,8,11,3,114
2022,Turcia,24173,97,68,0,764,90,28,76,36,1159
2022,Turleque,45175,81,84,0,498,16,3,41,21,744
2022,Turre,4093,330,310,0,2524,246,14,231,100,3755
2022,Turrillas,4094,23,28,0,155,24,0,14,6,250
2022,Turégano,40208,88,96,0,647,43,30,30,29,963
2022,Turís,46248,703,293,8,3515,487,41,522,94,5663
2022,Turón,18181,58,44,5,152,14,0,18,7,298
2022,Tuéjar,46247,144,132,1,621,114,12,157,27,1208
2022,Tàrbena,3127,72,91,0,378,69,0,31,11,652
2022,Tàrrega,25217,1168,938,0,8976,1066,194,614,215,13171
2022,Tábara,49214,80,81,0,491,71,2,55,39,819
2022,Táliga,6129,48,80,0,423,48,2,64,13,678
2022,Támara de Campos,34180,1,5,0,66,2,1,2,2,79
2022,Tébar,16204,47,27,0,190,36,1,23,14,338
2022,Térmens,25220,189,122,0,886,114,43,91,38,1483
2022,Tías,35028,2474,1786,5,16145,1378,20,378,345,22531
2022,Tíjola,4092,441,390,9,2263,328,118,245,100,3894
2022,Tírig,12111,69,57,0,211,27,2,27,9,402
2022,Tírvia,25221,5,15,0,99,7,0,6,9,141
2022,Tórtola de Henares,19286,51,120,0,803,93,4,21,18,1110
2022,Tórtoles,5246,9,9,0,14,5,0,1,1,39
2022,Tórtoles de Esgueva,9391,49,43,0,286,19,6,15,9,427
2022,Ubide,48088,11,15,0,114,7,0,2,2,151
2022,Ubrique,11038,814,652,2,7772,1885,6,1458,156,12745
2022,Ucar,31234,15,24,0,106,18,7,4,6,180
2022,Uceda,19293,159,162,2,2043,331,3,60,38,2798
2022,Ucero,42189,13,11,0,56,7,0,6,8,101
2022,Uclés,16218,16,21,0,165,9,0,6,6,223
2022,Udías,39090,75,74,0,622,133,2,80,15,1001
2022,Ugao-Miraballes,48065,186,226,3,1999,271,17,48,72,2822
2022,Ugena,45176,293,332,1,3646,452,11,128,102,4965
2022,Ugíjar,18182,294,224,2,1210,115,5,119,56,2025
2022,Uharte Arakil,31123,36,73,0,518,42,17,14,18,718
2022,Ujados,19294,5,3,0,18,4,0,3,2,35
2022,Ujué,31235,13,34,0,102,24,0,5,5,183
2022,Ulea,30040,72,72,0,653,67,15,97,7,983
2022,Uleila del Campo,4095,123,121,1,552,70,10,66,35,978
2022,Ullastrell,8290,147,119,0,1139,331,4,66,38,1844
2022,Ullastret,17205,24,47,0,173,45,1,11,12,313
2022,Ulldecona,43156,560,548,0,3625,435,29,317,66,5580
2022,Ulldemolins,43157,55,77,0,219,67,1,32,21,472
2022,Ullà,17204,120,135,0,675,171,2,84,14,1201
2022,Ultramort,17203,30,25,0,135,32,1,12,7,242
2022,Ultzama,31236,181,277,1,1081,115,18,31,93,1797
2022,Umbrete,41094,308,307,9,4214,560,10,428,66,5902
2022,Umbrías,5249,14,21,0,77,9,0,1,5,127
2022,Uncastillo,50267,67,75,0,306,54,0,37,31,570
2022,Unciti,31237,14,26,0,132,18,1,1,4,196
2022,Undués de Lerda,50268,6,6,0,37,8,0,0,1,58
2022,"Unión de Campos, La",47176,10,10,0,151,17,0,12,4,204
2022,"Unión, La",30041,841,690,0,9952,1253,33,696,146,13611
2022,Unzué/Untzue,31238,3,20,0,78,8,0,2,5,116
2022,Urda,45177,277,233,0,1460,79,42,133,66,2290
2022,Urdazubi/Urdax,31239,68,80,0,270,63,13,34,18,546
2022,Urdiain,31240,77,90,0,358,40,9,14,32,620
2022,Urdiales del Páramo,24174,42,40,0,418,38,3,27,17,585
2022,Urduliz,48089,180,175,0,2764,405,10,83,84,3701
2022,Urduña/Orduña,48074,187,199,0,1855,212,7,106,50,2616
2022,Urkabustaiz,1054,104,143,0,894,96,3,18,64,1322
2022,Urnieta,20072,396,655,0,3153,610,59,99,229,5201
2022,Urones de Castroponce,47177,7,10,0,74,19,0,4,2,116
2022,Urraul Alto,31241,35,38,0,81,23,1,1,12,191
2022,Urraul Bajo,31242,32,34,0,151,16,0,6,18,257
2022,Urrea de Gaén,44237,52,37,0,263,33,304,57,13,759
2022,Urrea de Jalón,50269,36,42,0,221,15,10,12,3,339
2022,Urretxu,20077,323,367,16,3191,311,15,98,96,4417
2022,Urriés,50270,3,3,0,19,0,0,1,0,26
2022,Urroz,31244,15,24,0,86,9,0,3,2,139
2022,Urroz-Villa,31243,42,67,0,270,56,0,26,5,466
2022,Urrácal,4096,36,26,1,229,27,1,47,10,377
2022,Urueña,47178,14,14,0,122,13,2,4,3,172
2022,Urueñas,40210,19,16,0,76,9,0,4,8,132
2022,Uruñuela,26160,126,83,0,543,65,16,33,53,919
2022,Urzainqui/Urzainki,31245,11,10,0,48,6,2,1,1,79
2022,Urús,17206,36,42,0,132,46,0,6,15,277
2022,Usagre,6136,88,90,1,1110,83,4,158,40,1574
2022,Used,50271,21,30,0,203,24,1,12,7,298
2022,"Useras/Useres, les",12122,126,120,0,596,100,17,90,37,1086
2022,Usurbil,20073,409,395,32,3254,610,23,95,158,4976
2022,Utande,19296,3,12,0,32,3,0,0,2,52
2022,Utebo,50272,681,735,3,9440,1196,121,505,187,12868
2022,Uterga,31246,9,18,0,96,13,0,1,4,141
2022,Utiel,46249,981,766,24,6908,840,69,689,182,10459
2022,Utrera,41095,2606,2013,7,25338,3390,163,5284,492,39293
2022,Utrillas,44238,128,200,2,1823,137,2,100,52,2444
2022,Uztárroz/Uztarroze,31247,10,31,0,71,7,0,7,6,132
2022,Uña,16219,13,21,0,68,10,0,8,3,123
2022,Uña de Quintana,49225,8,17,4,119,8,0,5,3,164
2022,Vacarisses,8291,474,455,1,4045,1067,34,318,140,6534
2022,Vadillo,42190,12,13,0,74,9,0,6,8,122
2022,Vadillo de la Guareña,49226,24,22,0,239,15,2,11,11,324
2022,Vadillo de la Sierra,5251,8,26,0,51,6,0,6,4,101
2022,Vadocondes,9400,26,39,0,236,25,0,14,8,348
2022,"Vajol, La",17014,8,18,0,76,19,0,3,6,130
2022,Val de San Lorenzo,24185,38,46,0,361,41,1,20,22,529
2022,Val de San Martín,50274,8,6,0,63,3,0,0,1,81
2022,Val de San Vicente,39095,289,278,4,1724,243,29,175,65,2807
2022,Val do Dubra,15088,238,232,0,2839,262,38,158,83,3850
2022,Valacloche,44239,1,5,0,17,2,0,0,0,25
2022,"Valadouro, O",27063,109,184,1,1269,148,2,208,28,1949
2022,Valbona,44240,30,20,0,120,12,0,9,19,210
2022,Valbuena de Duero,47179,37,35,0,348,30,5,24,23,502
2022,Valbuena de Pisuerga,34186,0,12,0,42,3,0,4,3,64
2022,Valcabado,49227,69,61,0,397,43,0,17,25,612
2022,Valdaracete,28155,56,50,1,332,26,0,19,14,498
2022,Valdarachas,19297,2,9,0,27,6,0,3,1,48
2022,Valdastillas,10196,81,51,0,196,19,0,5,23,375
2022,Valde-Ucieza,34192,6,8,0,90,8,1,1,4,118
2022,Valdealgorfa,44241,52,121,0,360,57,0,58,29,677
2022,Valdeande,9403,7,15,0,105,2,15,3,4,151
2022,Valdearcos de la Vega,47180,6,7,0,57,2,0,2,2,76
2022,Valdearenas,19298,6,23,0,61,12,0,5,0,107
2022,Valdeavellano,19299,10,32,0,92,17,0,6,1,158
2022,Valdeavellano de Tera,42191,19,31,13,125,17,0,11,2,218
2022,Valdeavero,28156,104,155,0,1113,140,12,37,26,1587
2022,Valdeaveruelo,19300,53,105,0,831,137,1,29,15,1171
2022,Valdecaballeros,6137,97,198,0,837,75,0,58,33,1298
2022,Valdecarros,37330,29,32,0,260,14,18,8,11,372
2022,Valdecasa,5252,13,16,0,50,3,0,1,1,84
2022,Valdecañas de Tajo,10197,8,14,0,66,9,0,3,3,103
2022,"Valdecolmenas, Los",16906,5,13,0,64,7,0,6,4,99
2022,Valdeconcha,19301,2,8,0,27,3,0,3,1,44
2022,Valdecuenca,44243,19,20,0,34,9,0,1,13,96
2022,Valdefinjas,49228,4,8,0,51,5,0,3,1,72
2022,Valdefresno,24175,306,360,0,1898,269,44,83,95,3055
2022,Valdefuentes,10198,100,79,0,685,43,2,96,28,1033
2022,Valdefuentes de Sangusín,37331,38,40,0,139,25,0,19,3,264
2022,Valdefuentes del Páramo,24176,26,24,0,266,20,1,39,6,382
2022,Valdeganga,2075,180,138,4,1028,173,8,204,38,1773
2022,Valdegeña,42192,4,2,0,26,3,0,0,4,39
2022,Valdegovía/Gaubea,1055,96,163,1,734,156,16,51,70,1287
2022,Valdegrudas,19302,3,14,0,35,4,0,5,1,62
2022,Valdehijaderos,37332,15,16,0,45,14,0,15,2,107
2022,Valdehorna,50273,1,3,0,24,1,0,0,0,29
2022,Valdehúncar,10199,16,21,0,107,15,0,21,3,183
2022,Valdelacalzada,6901,151,127,0,1629,135,28,130,34,2234
2022,Valdelacasa,37333,27,36,0,143,7,1,3,20,237
2022,Valdelacasa de Tajo,10200,39,90,0,207,12,1,35,14,398
2022,Valdelageve,37334,11,26,0,47,3,0,0,1,88
2022,Valdelagua del Cerro,42193,1,2,0,11,1,0,1,0,16
2022,Valdelaguna,28157,70,70,0,560,86,11,54,17,868
2022,Valdelarco,21071,31,19,0,119,17,0,3,11,200
2022,Valdelcubo,19303,7,24,0,35,1,0,8,1,76
2022,Valdelinares,44244,20,18,0,43,14,1,4,3,103
2022,Valdelosa,37335,22,31,0,313,18,1,29,10,424
2022,Valdeltormo,44245,38,49,0,185,23,1,20,20,336
2022,Valdelugueros,24177,46,89,0,287,52,1,11,27,513
2022,Valdemadera,26161,0,3,0,4,1,0,0,0,8
2022,Valdemaluque,42194,16,17,0,95,5,0,6,4,143
2022,Valdemanco,28158,83,102,0,540,108,4,34,39,910
2022,Valdemanco del Esteras,13086,16,36,0,92,6,0,12,1,163
2022,Valdemaqueda,28159,60,76,0,416,47,0,30,18,647
2022,Valdemeca,16224,17,16,1,42,4,0,4,3,87
2022,Valdemierque,37336,12,14,0,51,5,0,1,1,84
2022,Valdemora,24178,5,4,0,48,7,0,3,0,67
2022,Valdemorales,10201,18,19,0,123,4,0,16,7,187
2022,Valdemorillo,28160,605,843,15,8242,1357,11,218,169,11460
2022,Valdemorillo de la Sierra,16225,11,12,0,42,4,0,1,2,72
2022,Valdemoro,28161,2247,2949,155,36974,3923,346,835,579,48008
2022,Valdemoro-Sierra,16227,25,43,0,100,5,1,5,9,188
2022,Valdenebro,42195,7,8,0,70,3,0,7,2,97
2022,Valdenebro de los Valles,47181,5,15,0,139,10,0,6,3,178
2022,Valdenuño Fernández,19304,25,36,0,221,35,1,17,7,342
2022,Valdeobispo,10202,34,39,0,391,45,1,52,17,579
2022,Valdeolea,39092,68,107,1,586,56,29,50,41,938
2022,Valdeolivas,16228,36,37,0,140,10,0,8,14,245
2022,Valdeolmillos,34189,0,7,0,36,7,0,1,0,51
2022,Valdeolmos-Alalpardo,28162,127,232,0,2352,358,16,60,44,3189
2022,Valdepeñas,13087,1621,1605,35,14454,2162,178,2548,246,22849
2022,Valdepeñas de Jaén,23093,443,447,4,1759,216,22,351,83,3325
2022,Valdepeñas de la Sierra,19305,21,55,0,126,20,0,1,8,231
2022,Valdepiélago,24179,25,58,0,207,21,1,15,15,342
2022,Valdepiélagos,28163,51,55,0,451,49,2,6,9,623
2022,Valdepolo,24180,125,162,0,909,81,9,54,52,1392
2022,Valdeprado,42196,1,2,0,3,0,0,0,0,6
2022,Valdeprado del Río,39093,17,51,0,221,24,1,7,19,340
2022,Valdeprados,40211,1,5,0,49,7,0,2,1,65
2022,Valderas,24181,132,140,0,989,80,6,103,27,1477
2022,Valderrebollo,19306,3,9,0,10,1,0,0,0,23
2022,Valderredible,39094,116,107,1,605,88,1,47,48,1013
2022,Valderrey,24182,37,23,0,298,26,1,35,10,430
2022,Valderrobres,44246,332,291,0,1268,205,46,155,56,2353
2022,Valderrodilla,42197,7,9,0,58,6,1,2,6,89
2022,Valderrodrigo,37337,30,40,0,97,6,1,4,2,180
2022,Valderrubio,18914,62,44,0,624,85,26,31,12,884
2022,Valderrueda,24183,90,142,1,601,87,3,19,37,980
2022,Valderrábano,34190,11,3,0,37,1,0,0,4,56
2022,Valdesamario,24184,9,16,1,138,23,1,13,2,203
2022,Valdescorriel,49229,6,10,0,85,5,0,8,5,119
2022,Valdesotos,19307,6,3,0,26,1,0,0,1,37
2022,Valdestillas,47182,115,135,0,1139,183,18,101,53,1744
2022,Valdetorres,6138,44,54,0,807,83,15,190,11,1204
2022,Valdetorres de Jarama,28164,275,337,0,2710,348,10,131,73,3884
2022,Valdetórtola,16902,17,21,0,96,13,0,7,5,159
2022,Valdevacas de Montejo,40212,3,0,0,18,0,0,0,1,22
2022,Valdevacas y Guijar,40213,10,3,0,72,10,0,3,4,102
2022,Valdeverdeja,45179,49,90,1,284,32,0,48,9,513
2022,Valdevimbre,24187,106,79,1,719,84,12,77,25,1103
2022,Valdezate,9405,5,9,0,86,2,0,7,1,110
2022,Valdilecha,28165,172,207,0,1645,223,26,114,44,2431
2022,Valdorros,9406,19,28,0,268,28,0,5,9,357
2022,Valdoviño,15087,296,251,0,4234,371,19,319,107,5597
2022,Valdunciel,37338,4,9,0,91,13,0,2,4,123
2022,Valdunquillo,47183,5,6,0,84,5,1,2,2,105
2022,Valdáliga,39091,274,202,0,1501,216,26,166,66,2451
2022,Valdés,33034,682,803,7,7469,1060,61,850,255,11187
2022,Valencia,46250,24261,24822,1087,361529,69157,3263,19449,3107,506675
2022,Valencia de Alcántara,10203,450,440,0,3173,460,48,499,87,5157
2022,Valencia de Don Juan,24188,324,220,3,2813,387,97,202,106,4152
2022,Valencia de las Torres,6139,54,39,0,422,33,7,45,13,613
2022,Valencia del Mombuey,6140,89,83,0,420,65,1,110,41,809
2022,Valencia del Ventoso,6141,132,160,3,1167,135,1,243,51,1892
2022,Valencia/València ( municipio sin especificar) ,46000,7,8,0,35,11,0,1,2,64
2022,Valencina de la Concepción,41096,452,343,0,4404,822,16,374,82,6493
2022,Valenzuela,14063,82,181,0,649,60,2,98,30,1102
2022,Valenzuela de Calatrava,13088,40,47,13,369,35,1,78,8,591
2022,"Valeras, Las",16903,196,230,0,922,83,12,95,58,1596
2022,Valero,37339,123,55,0,167,6,2,1,1,355
2022,Valfarta,22242,8,5,0,47,6,1,1,2,70
2022,Valfermoso de Tajuña,19308,8,12,0,79,10,0,1,1,111
2022,Valga,36056,380,290,1,3874,344,50,377,96,5412
2022,Valgañón,26162,12,25,0,71,14,0,6,4,132
2022,Valhermoso,19309,5,13,0,12,0,0,0,1,31
2022,Valhermoso de la Fuente,16231,7,12,0,44,9,0,5,2,79
2022,Valjunquera,44247,35,53,0,204,27,0,32,6,357
2022,Vall d'Alba,12124,342,268,0,1634,210,15,197,51,2717
2022,"Vall d'Alcalà, la",3134,13,21,0,107,13,1,4,4,163
2022,"Vall d'Ebo, la",3135,36,16,0,158,20,0,22,1,253
2022,"Vall d'Uixó, la",12126,1763,1317,44,17204,2295,98,1696,189,24606
2022,"Vall d'en Bas, La",17207,331,354,1,1905,458,27,138,115,3329
2022,Vall de Almonacid,12125,24,35,0,173,53,0,31,4,320
2022,"Vall de Bianya, La",17208,144,195,1,913,264,28,85,39,1669
2022,"Vall de Boí, La",25043,123,135,0,524,105,1,7,37,932
2022,Vall de Cardós,25901,43,90,8,279,72,1,12,36,541
2022,Vall de Gallinera,3136,73,36,0,341,56,1,49,12,568
2022,"Vall de Laguar, la",3137,95,57,16,550,100,1,110,15,944
2022,Vall-llobrega,17209,88,126,0,563,224,0,86,28,1115
2022,Vallada,46251,252,175,0,1536,204,3,250,19,2439
2022,Valladolid,47186,8873,7722,448,137615,16601,1193,4621,1779,178852
2022,Valladolid ( municipio sin especificar) ,47000,0,0,0,7,0,0,0,0,7
2022,Vallanca,46252,20,35,0,64,11,0,4,9,143
2022,Vallarta de Bureba,9408,2,9,0,45,4,0,3,4,67
2022,Vallat,12123,4,6,0,42,6,1,1,1,61
2022,Vallbona d'Anoia,8292,88,101,0,777,156,18,51,43,1234
2022,Vallbona de les Monges,25238,31,33,0,157,22,1,15,13,272
2022,Vallcebre,8293,37,67,0,176,54,0,8,7,349
2022,Vallclara,43158,4,19,0,56,24,0,9,4,116
2022,Valldemossa,7063,106,121,1,1524,288,0,87,25,2152
2022,Valle Gran Rey,38049,505,306,20,1962,364,26,215,84,3482
2022,Valle de Abdalajís,29093,189,231,13,1403,171,12,209,62,2290
2022,"Valle de Altomira, El",16173,28,37,0,162,13,0,20,10,270
2022,Valle de Bardají,22243,14,13,0,37,6,0,4,2,76
2022,Valle de Cerrato,34196,3,9,0,66,2,2,5,4,91
2022,Valle de Egüés,31086,426,605,1,8990,1425,158,212,224,12041
2022,Valle de Hecho,22901,115,138,2,480,45,14,15,49,858
2022,Valle de Lierp,22244,10,14,0,44,9,0,8,6,91
2022,Valle de Losa,9908,78,112,0,439,57,10,20,34,750
2022,Valle de Manzanedo,9409,15,16,0,87,19,0,6,2,145
2022,Valle de Matamoros,6147,25,22,0,203,11,0,12,10,283
2022,Valle de Mena,9410,380,404,1,2659,319,24,150,133,4070
2022,Valle de Oca,9411,12,21,0,165,19,2,7,10,236
2022,Valle de Santa Ana,6148,65,66,1,719,46,7,59,21,984
2022,Valle de Santibáñez,9902,37,33,0,366,47,6,17,21,527
2022,Valle de Sedano,9905,37,54,0,330,50,1,18,24,514
2022,Valle de Tabladillo,40218,12,7,0,61,3,2,5,8,98
2022,Valle de Tobalina,9412,86,112,1,636,79,4,64,51,1033
2022,Valle de Trápaga-Trapagaran,48080,820,767,158,6389,647,148,156,230,9315
2022,Valle de Valdebezana,9413,66,75,0,357,61,8,19,36,622
2022,Valle de Valdelaguna,9414,15,28,0,114,5,0,1,10,173
2022,Valle de Valdelucio,9415,27,23,0,252,20,1,6,12,341
2022,Valle de Villaverde,39101,30,48,0,197,21,1,16,5,318
2022,Valle de Yerri/Deierri,31260,171,193,0,939,130,4,40,81,1558
2022,Valle de Zamanzas,9416,12,7,0,38,4,0,1,3,65
2022,Valle de la Serena,6146,85,108,1,733,40,10,83,20,1080
2022,Valle de las Navas,9904,24,53,0,461,57,14,12,6,627
2022,Valle del Retortillo,34902,16,14,0,138,7,0,10,11,196
2022,Valle del Zalabí,18907,189,266,1,1429,212,22,220,48,2387
2022,"Valle, El",18902,154,111,4,609,88,61,80,18,1125
2022,Vallecillo,24191,16,18,0,103,5,10,7,11,170
2022,"Vallecillo, El",44249,4,15,0,27,3,0,0,1,50
2022,Vallehermoso,38050,481,228,34,1194,146,6,95,47,2231
2022,Vallejera,9417,5,5,0,34,5,1,3,4,57
2022,Vallejera de Riofrío,37343,5,4,0,64,20,0,2,6,101
2022,Vallelado,40219,107,83,0,550,53,7,31,25,856
2022,Valleruela de Pedraza,40220,9,4,0,52,1,11,2,0,79
2022,Valleruela de Sepúlveda,40221,6,9,0,48,0,0,2,3,68
2022,Valles de Palenzuela,9418,3,7,0,59,3,0,1,3,76
2022,Vallesa de la Guareña,49230,3,5,0,58,2,0,12,1,81
2022,Valleseco,35032,535,336,1,2134,295,1,109,51,3462
2022,Vallfogona de Balaguer,25240,197,172,0,1318,230,37,103,67,2124
2022,Vallfogona de Ripollès,17170,22,55,0,138,33,10,3,11,272
2022,Vallfogona de Riucorb,43159,15,17,0,86,17,0,5,3,143
2022,Vallgorguina,8294,174,194,2,1798,538,27,102,58,2893
2022,Vallibona,12127,5,17,0,36,10,0,0,2,70
2022,Vallirana,8295,640,731,0,8422,2125,82,387,244,12631
2022,Vallmoll,43160,131,174,0,1164,249,11,67,51,1847
2022,Vallromanes,8296,127,188,0,1461,481,10,68,55,2390
2022,Valls,43161,1337,1475,12,13466,2015,203,955,304,19767
2022,"Valls d'Aguilar, Les",25906,32,67,0,187,20,1,6,12,325
2022,"Valls de Valira, Les",25239,61,95,0,510,85,5,17,30,803
2022,Valluércanes,9419,7,10,0,64,0,2,2,7,92
2022,Vallés,46253,11,14,0,116,32,0,14,0,187
2022,Valmadrid,50275,11,15,0,58,10,0,6,4,104
2022,Valmala,9407,2,3,0,13,0,0,0,0,18
2022,Valmojado,45180,262,273,0,2560,197,7,92,66,3457
2022,Valoria la Buena,47184,30,33,0,444,51,0,26,10,594
2022,Valpalmas,50276,8,13,0,91,11,0,4,3,130
2022,Valsalabroso,37340,18,19,0,99,4,0,0,3,143
2022,Valsalobre,16234,7,6,0,12,3,0,2,1,31
2022,Valseca,40214,25,34,0,173,22,1,4,3,262
2022,Valsequillo,14064,22,20,0,235,22,2,28,11,340
2022,Valsequillo de Gran Canaria,35031,1548,809,11,5680,728,36,190,185,9187
2022,Valtablado del Río,19310,2,2,0,4,0,0,0,0,8
2022,Valtajeros,42198,3,6,0,12,3,0,0,1,25
2022,Valtiendas,40215,5,6,0,78,2,0,1,6,98
2022,Valtierra,31249,214,166,6,1275,117,12,175,54,2019
2022,Valtorres,50277,7,6,0,40,7,14,6,2,82
2022,Valverde,38048,1027,570,46,2760,397,4,169,85,5058
2022,Valverde de Alcalá,28166,38,43,0,398,53,6,8,9,555
2022,Valverde de Burguillos,6142,9,21,0,185,11,0,16,5,247
2022,Valverde de Campos,47185,2,3,0,77,5,0,2,1,90
2022,Valverde de Júcar,16236,150,121,0,780,84,68,80,42,1325
2022,Valverde de Leganés,6143,320,309,15,2378,239,76,497,88,3922
2022,Valverde de Llerena,6144,21,36,0,338,34,3,47,2,481
2022,Valverde de Mérida,6145,50,74,0,740,61,8,149,17,1099
2022,Valverde de Valdelacasa,37341,8,5,0,40,3,0,3,4,63
2022,Valverde de la Vera,10204,48,38,0,237,30,0,30,17,400
2022,Valverde de la Virgen,24189,399,406,17,4413,552,59,162,94,6102
